"DATA_YEAR","ARRESTEE_ID","WEAPON_ID","NIBRS_ARRESTEE_WEAPON_ID"
2018,30172758,1,30168145
2018,30172760,1,30173297
2018,30162697,1,30173299
2018,30162699,1,30168150
2018,30172767,1,30178116
2018,30172765,1,30168152
2018,30162702,1,30168153
2018,30167662,1,30178119
2018,30167663,1,30178120
2018,30162704,1,30168155
2018,30167669,1,30173308
2018,30172771,1,30178129
2018,30172770,1,30173309
2018,30162708,1,30173313
2018,30172774,1,30168162
2018,30172781,1,30173319
2018,30172784,1,30173322
2018,30167685,1,30168165
2018,30167689,1,30178136
2018,30172792,1,30173333
2018,30162712,1,30168169
2018,30172797,1,30173339
2018,30167696,1,30178143
2018,30167697,1,30178144
2018,30162718,1,30168174
2018,30167698,1,30178145
2018,30167704,1,30173347
2018,30162721,1,30173350
2018,30162729,1,30168184
2018,30167723,1,30178171
2018,30162730,1,30173359
2018,30172821,1,30178175
2018,30162731,1,30168188
2018,30167726,1,30178176
2018,30167730,1,30178181
2018,30167164,1,30177639
2018,30162163,1,30167637
2018,30167168,1,30172632
2018,30167170,1,30177643
2018,30172140,1,30172633
2018,30167173,1,30177646
2018,30167174,1,30177647
2018,30172142,1,30167646
2018,30167181,1,30177656
2018,30167182,1,30177657
2018,30172153,1,30172638
2018,30167187,1,30177663
2018,30172156,1,30172643
2018,30162189,1,30172645
2018,30162195,1,30167670
2018,30162201,1,30167679
2018,30162199,1,30177678
2018,30172164,1,30167677
2018,30162198,1,30172650
2018,30167209,1,30177683
2018,30167211,1,30172652
2018,30162207,1,30167687
2018,30162214,1,30177692
2018,30167219,1,30177693
2018,30167218,1,30172661
2018,30172181,1,30172674
2018,30172182,1,30172675
2018,30172187,8,30177700
2018,30162228,1,30167712
2018,30167240,1,30177702
2018,30167242,1,30177704
2018,30172196,1,30172689
2018,30172195,1,30172688
2018,30172202,1,30172696
2018,30167248,1,30177705
2018,30172204,1,30172699
2018,30167249,1,30172700
2018,30172207,1,30172710
2018,30167253,1,30172705
2018,30167251,1,30172703
2018,30167250,1,30172701
2018,30172214,3,30167741
2018,30172216,1,30167742
2018,30172218,1,30172719
2018,30162263,1,30177714
2018,30172217,1,30172718
2018,30162266,1,30167747
2018,30172232,1,30177726
2018,30162276,1,30167753
2018,30172236,1,30177730
2018,30172241,1,30177736
2018,30172242,1,30172741
2018,30162287,1,30167761
2018,30167270,1,30167762
2018,30162292,1,30172744
2018,30162296,1,30172748
2018,30162300,1,30172750
2018,30162301,1,30172752
2018,30172249,1,30172751
2018,30172254,1,30177750
2018,30162309,1,30177756
2018,30162315,1,30167778
2018,30172273,1,30177766
2018,30162328,1,30167783
2018,30167288,1,30177768
2018,30162336,1,30172782
2018,30172282,1,30167794
2018,30167300,1,30172806
2018,30172297,1,30172807
2018,30172298,1,30172808
2018,30167304,1,30177782
