"DATA_YEAR","VICTIM_ID","CIRCUMSTANCES_ID","JUSTIFIABLE_FORCE_ID"
2018,109937140,1,
2018,109930531,1,
2018,111382580,10,
2018,113014229,9,
2018,109903898,6,
2018,109933833,10,
2018,109895692,1,
2018,113008194,1,
2018,109906580,1,
2018,109893793,1,
2018,109905085,9,
2018,113004961,10,
2018,115133076,10,
2018,111377321,6,
2018,113013498,9,
2018,113007326,10,
2018,113009147,1,
2018,109933184,6,
2018,109931432,1,
2018,111381353,1,
2018,111382573,1,
2018,109886421,6,
2018,109934677,10,
2018,109937318,6,
2018,109882104,1,
2018,109906094,1,
2018,111376438,6,
2018,109928244,1,
2018,111382046,1,
2018,111387596,1,
2018,109899836,9,
2018,123150681,6,
2018,109907077,10,
2018,109923480,6,
2018,109923714,9,
2018,111382182,1,
2018,111376719,1,
2018,109894296,6,
2018,109900933,9,
2018,109906389,9,
2018,109935569,6,
2018,113012654,10,
2018,113014071,1,
2018,109907355,1,
2018,113005634,10,
2018,109934238,1,
2018,113003749,6,
2018,113008894,1,
2018,109914965,1,
2018,109926130,1,
2018,111929892,6,
2018,111941136,10,
2018,109886515,6,
2018,109891414,1,
2018,109886754,1,
2018,109902486,9,
2018,111387013,1,
2018,111386404,1,
2018,111382599,10,
2018,113013501,9,
2018,109934256,1,
2018,113003445,9,
2018,113005122,9,
2018,109936048,1,
2018,109935909,9,
2018,111382797,1,
2018,111387683,1,
2018,109907933,3,
2018,117635981,1,
2018,117651361,10,
2018,109902937,1,
2018,109905197,9,
2018,109905199,9,
2018,109931843,6,
2018,127991327,9,
2018,127987541,1,
2018,109928795,1,
2018,113004946,10,
2018,109907128,6,
2018,109928076,9,
2018,109933133,1,
2018,109933133,6,
2018,113012578,2,
2018,113012847,1,
2018,111380856,1,
2018,109924515,2,
2018,109932474,1,
2018,113005475,6,
2018,111377953,6,
2018,109929620,1,
2018,111383215,10,
2018,111929760,1,
2018,127998784,9,
2018,117651172,9,
2018,113008739,2,
2018,111387894,6,
2018,113003583,1,
2018,111385933,1,
2018,109903850,1,
2018,109894643,2,
2018,111934969,9,
2018,109930296,1,
2018,111941307,9,
2018,109886882,1,
2018,109902778,10,
2018,127981099,1,
2018,109900681,1,
2018,109900704,2,
2018,111377376,1,
2018,109926752,9,
2018,109891960,10,
2018,109933592,10,
2018,113013499,9,
2018,113005756,2,
2018,113008927,2,
2018,111377548,6,
2018,109881762,2,
2018,109924242,8,
2018,109924242,1,
2018,111387856,9,
2018,109924596,9,
2018,109927785,1,
2018,111382044,1,
2018,111377586,10,
2018,123171700,1,
2018,111382013,6,
2018,109900936,9,
2018,113013505,6,
2018,113012674,6,
2018,113014395,9,
2018,109926374,2,
2018,115131277,1,
2018,111386423,1,
2018,111387391,6,
2018,113003682,1,
2018,113008314,6,
2018,109934812,10,
2018,109932735,9,
2018,109929665,6,
2018,109934746,10,
2018,111386581,10,
2018,109929885,1,
2018,109937354,1,
2018,109903424,9,
2018,115132722,1,
2018,109900944,9,
2018,111387151,1,
2018,113013745,9,
2018,113013785,10,
2018,113005448,1,
2018,115132241,1,
2018,113005471,9,
2018,111381352,1,
2018,111386422,1,
2018,113003683,1,
2018,109905352,1,
2018,124319684,6,
2018,109935012,9,
2018,109907928,3,
2018,109930784,10,
2018,115125263,9,
2018,111930771,9,
2018,111381756,9,
2018,117930105,9,
2018,113007305,2,
2018,109931459,1,
2018,111381486,1,
2018,109925934,1,
2018,115132294,9,
2018,111934882,1,
2018,109903938,9,
2018,109933177,1,
2018,109927275,1,
2018,109898333,10,
2018,109898699,9,
2018,109928609,6,
2018,109903422,9,
2018,111934612,1,
2018,109935852,1,
2018,109890392,9,
2018,109937379,2,
2018,109937403,1,
2018,111376748,1,
2018,111377381,9,
2018,111387987,1,
2018,109927215,10,
2018,115132571,1,
2018,117932843,9,
2018,109931998,10,
2018,109902251,9,
2018,109928902,6,
2018,109931474,9,
2018,109894889,10,
2018,111936684,1,
2018,109876542,1,
2018,109901074,9,
2018,109933183,1,
2018,111934061,1,
2018,115132279,10,
2018,109936682,1,
2018,109928145,1,
2018,109905322,1,
2018,109933013,1,
2018,109895175,10,
2018,113014525,9,
2018,113005085,1,
2018,109923610,6,
2018,113006789,1,
2018,109926064,6,
2018,109931452,1,
2018,109925933,1,
2018,109928815,1,
2018,113008663,1,
2018,109890720,2,
2018,111386960,6,
2018,111386961,6,
2018,123162218,6,
2018,109884258,1,
2018,109884258,9,
2018,123163394,10,
2018,109927489,9,
2018,111377259,10,
2018,109900939,9,
2018,109889681,1,
2018,113013492,1,
2018,113014011,1,
2018,109930361,9,
2018,109931878,6,
2018,109899494,1,
2018,109931947,2,
2018,111377961,1,
2018,109891440,1,
2018,109898473,1,
2018,109934969,1,
2018,109886945,1,
2018,115125396,1,
2018,113005369,1,
2018,109904692,6,
2018,123167316,6,
2018,111382361,1,
2018,115132996,10,
2018,109894100,9,
2018,109904687,6,
2018,113008517,1,
2018,109925963,9,
2018,113008665,10,
2018,109882099,1,
2018,109895167,10,
2018,109935876,1,
2018,109925253,1,
2018,131244241,10,
2018,109932620,1,
2018,111936942,9,
2018,117642094,1,
2018,109926294,6,
2018,109902773,1,
2018,109923160,6,
2018,109900930,9,
2018,115125817,1,
2018,111929364,10,
2018,113003836,1,
2018,113007251,2,
2018,109925266,2,
2018,109929450,1,
2018,109925932,1,
2018,109928794,1,
2018,111376969,1,
2018,111929826,6,
2018,109905198,9,
2018,123167157,9,
2018,113013956,1,
2018,113013569,10,
2018,109903056,1,
2018,111386915,10,
2018,109901295,1,
2018,115132997,10,
2018,109932740,6,
2018,113004219,1,
2018,113006689,6,
2018,113014617,10,
2018,113005937,10,
2018,111376753,1,
2018,117932863,1,
2018,113012589,1,
2018,109932623,6,
2018,109927359,9,
2018,111382586,1,
2018,109935693,1,
2018,109903243,8,
2018,109930438,1,
2018,131244240,10,
2018,123162473,1,
2018,109904893,2,
2018,111377339,6,
2018,115121003,1,
2018,111376345,6,
2018,113006693,1,
2018,109886542,9,
2018,113008730,1,
2018,113008926,9,
2018,111377234,1,
2018,109930332,1,
2018,109930211,10,
2018,109937731,1,
